Region_ID,Region_name,Region_class,Process_ID,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,Uncorrected_area,Corrected_length,Corrected_thickness,3D_school_volume,ABC,Area_Backscatter_Strength,Thickness_mean,Frequency,Region_notes
1,"BP_T01","Transect",2050,43.119975,1833,10184,5611.185377,42967.299179,20200913, 19:25:11.3270,20200913, 21:44:37.3270,43.56975205,-66.45461058,43.23397073,-66.45391760,"13.0.388.45006",20230628, 13:45:08.9650,"Y:\Acoustic Index Review Files\EV_File Versions\Version_2022-11-04\2020\German Bank\2020-09-13\BP_Sep13_2020_AD2.EV",2876596.834993,-9999.000000,19999.212000,-9999.000000,0.00000155788034,-58.0746590230,77.019011,38.000000,""
2,"BP_T02","Transect",2050,33.561680,13191,21027,54766.937536,90788.649286,20200913, 22:34:47.3270,20200914, 00:45:35.3270,43.24089022,-66.31990245,43.56453126,-66.31812369,"13.0.388.45006",20230628, 13:45:08.9650,"Y:\Acoustic Index Review Files\EV_File Versions\Version_2022-11-04\2020\German Bank\2020-09-13\BP_Sep13_2020_AD2.EV",2184629.509110,-9999.000000,19999.212000,-9999.000000,0.00000289780008,-55.3793158030,60.542816,38.000000,""
