"","SAMPLID","LEN","CLEN"
"3064",20200550,215,28
"3065",20200550,220,27
"3066",20200550,225,13
"3067",20200550,235,2
"3068",20200550,245,1
"3069",20200550,255,1
"3070",20200550,270,1
"3071",20200550,280,1
"3072",20200551,165,1
"3073",20200551,175,6
"3074",20200551,180,1
"3075",20200551,185,8
"3076",20200551,190,10
"3077",20200551,195,23
"3078",20200551,200,25
"3079",20200551,205,34
"3080",20200551,210,29
"3081",20200551,215,17
"3082",20200551,220,6
"3083",20200551,235,2
"3084",20200551,290,1
"3085",20200552,175,2
"3086",20200552,180,8
"3087",20200552,185,4
"3088",20200552,190,28
"3089",20200552,195,40
"3090",20200552,200,34
"3091",20200552,205,48
"3092",20200552,210,34
"3093",20200552,215,8
"3094",20200552,220,2
"3095",20200552,250,1
"3096",20200552,260,1
"3097",20200553,155,1
"3098",20200553,160,1
"3099",20200553,170,3
"3100",20200553,175,4
"3101",20200553,180,12
"3102",20200553,185,7
"3103",20200553,190,11
"3104",20200553,195,24
"3105",20200553,200,30
"3106",20200553,205,27
"3107",20200553,210,19
"3108",20200553,215,14
"3109",20200553,220,3
"3110",20200553,225,5
"3111",20200553,230,2
"3112",20200553,245,1
"3113",20200554,155,2
"3114",20200881,265,22
"3115",20200881,270,40
"3116",20200881,275,29
"3117",20200881,280,27
"3118",20200881,285,13
"3119",20200881,290,12
"3120",20200881,295,5
"3121",20200881,300,5
"3122",20200881,305,1
"3123",20200881,310,1
"3124",20200882,225,1
"3125",20200882,230,2
"3126",20200882,235,2
"3127",20200882,240,5
"3128",20200882,245,6
"3129",20200882,250,12
"3130",20200882,255,23
"3131",20200882,260,30
"3132",20200882,265,21
"3133",20200882,270,34
"3134",20200882,275,22
"3135",20200882,280,31
"3136",20200882,285,15
"3137",20200882,290,13
"3138",20200882,295,7
"3139",20200882,300,7
"3140",20200882,305,1
"3141",20200882,310,1
"3142",20200883,250,1
"3143",20200883,255,1
"3144",20200883,260,1
"3145",20200883,265,2
"3146",20200883,270,5
"3147",20200883,275,11
"3148",20200883,280,48
"3149",20200883,285,11
"3150",20200883,290,33
"3151",20200883,295,12
"3152",20200883,300,23
"3153",20200883,310,2
"3154",20201142,235,2
"3155",20201142,240,2
"3156",20201142,245,4
"3157",20201142,250,6
"3158",20201142,255,13
"3159",20201142,260,15
"3160",20201142,265,11
"3161",20201142,270,8
"3162",20201142,275,11
"3163",20201142,280,5
"3164",20201142,285,9
"3165",20201142,290,7
"3166",20201142,295,4
"3167",20201142,300,1
"3168",20201142,305,1
"3169",20201143,240,4
"3170",20201143,245,1
"3171",20201143,250,0
"3172",20201143,255,9
"3173",20201143,260,10
"3174",20201143,265,15
"3175",20201143,270,26
"3176",20201143,275,18
"3177",20201143,280,9
"3178",20201143,285,3
"3179",20201143,290,2
"3180",20201143,295,2
"3181",20201143,300,1
"3182",20201143,305,1
"3183",20201144,235,2
"3184",20201144,240,0
"3185",20201144,245,6
"3186",20201144,250,8
"3187",20201144,255,10
"3188",20201144,260,14
"3189",20201144,265,15
"3190",20201144,270,15
"3191",20201144,275,9
"3192",20201144,280,11
"3193",20201144,285,5
"3194",20201144,290,2
"3195",20201144,295,2
"3196",20201144,300,2
"3197",20201144,305,0
"3198",20200432,205,9
"3199",20200432,210,13
"3200",20200432,215,2
"3201",20200432,250,1
"3202",20200433,210,3
"3203",20200433,220,4
"3204",20200433,225,5
"3205",20200433,230,4
"3206",20200433,235,6
"3207",20200433,240,7
"3208",20200433,245,2
"3209",20200433,250,6
"3210",20200433,255,7
"3211",20200433,260,21
"3212",20200433,265,26
"3213",20200433,270,19
"3214",20200433,275,25
"3215",20200433,280,16
"3216",20200433,285,9
"3217",20200433,290,5
"3218",20200433,295,5
"3219",20200433,300,4
"3220",20200433,305,4
"3221",20200433,310,1
"3222",20200433,315,1
"3223",20200433,320,3
"3224",20200434,190,1
"3225",20200434,195,1
"3226",20200434,200,2
"3227",20200434,210,4
"3228",20200434,215,3
"3229",20200434,220,4
"3230",20200434,225,6
"3231",20200434,230,5
"3232",20200434,235,7
"3233",20200434,240,10
"3234",20200434,245,6
"3235",20200434,250,13
"3236",20200434,255,25
"3237",20200434,260,35
"3238",20200434,265,32
"3239",20200434,270,32
"3240",20200434,275,22
"3241",20200434,280,21
"3242",20200434,285,11
"3243",20200434,290,7
"3244",20200434,295,6
"3245",20200434,300,4
"3246",20200434,305,4
"3247",20200434,310,1
"3248",20200434,315,1
"3249",20200435,240,3
"3250",20200435,245,5
"3251",20200435,250,7
"3252",20200435,255,10
"3253",20200435,260,12
"3254",20200435,265,16
"3255",20200435,270,21
"3256",20200435,275,27
"3257",20200435,280,16
"3258",20200435,285,13
"3259",20200435,290,5
"3260",20200435,295,6
"3261",20200435,300,5
"3262",20200435,305,8
"3263",20200435,310,1
"3264",20200435,315,1
"3265",20200436,230,1
"3266",20200436,240,3
"3267",20200436,245,6
"3268",20200436,250,8
"3269",20200436,255,12
"3270",20200436,260,14
"3271",20200436,265,26
"3272",20200436,270,29
"3273",20200436,275,35
"3274",20200436,280,25
"3275",20200436,285,19
"3276",20200436,290,11
"3277",20200436,295,10
"3278",20200436,300,8
"3279",20200436,305,4
"3280",20200436,310,3
"3281",20200436,315,1
"3282",20200437,235,1
"3283",20200437,240,3
"3284",20200437,245,5
"3285",20200437,250,16
"3286",20200437,255,10
"3287",20200437,260,38
"3288",20200437,265,27
"3289",20200437,270,45
"3290",20200437,275,21
"3291",20200437,280,20
"3292",20200437,285,5
"3293",20200437,290,10
"3294",20200437,295,3
"3295",20200437,300,6
"3296",20200437,310,1
"3297",20200437,315,1
"3298",20200437,320,1
"3299",20200438,230,1
"3300",20200438,235,1
"3301",20200438,240,3
"3302",20200438,245,3
"3303",20200438,250,12
"3304",20200438,255,11
"3305",20200438,260,18
"3306",20200438,265,15
"3307",20200438,270,25
"3308",20200438,275,21
"3309",20200438,280,23
"3310",20200438,285,19
"3311",20200438,290,10
"3312",20200438,295,3
"3313",20200438,300,2
"3314",20200438,305,3
"3315",20201030,305,2
"3316",20201030,310,2
"3317",20201031,230,1
"3318",20201031,240,4
"3319",20201031,245,5
"3320",20201031,250,9
"3321",20201031,255,2
"3322",20201031,260,9
"3323",20201031,265,8
"3324",20201031,270,20
"3325",20201031,275,15
"3326",20201031,280,26
"3327",20201031,285,17
"3328",20201031,290,25
"3329",20201031,295,6
"3330",20201031,300,9
"3331",20201032,220,1
"3332",20201032,225,2
"3333",20201032,230,2
"3334",20201032,235,2
"3335",20201032,240,3
"3336",20201032,245,5
"3337",20201032,250,10
"3338",20201032,255,15
"3339",20201032,260,22
"3340",20201032,265,27
"3341",20201032,270,38
"3342",20201032,275,25
"3343",20201032,280,33
"3344",20201032,285,20
"3345",20201032,290,17
"3346",20201032,295,8
"3347",20201032,300,6
"3348",20201032,305,3
"3349",20200820,220,23
"3350",20200820,225,17
"3351",20200820,230,4
"3352",20200820,250,1
"3353",20200820,265,1
"3354",20200820,270,1
"3355",20200821,100,1
"3356",20200821,120,1
"3357",20200821,125,2
"3358",20200821,130,13
"3359",20200821,135,9
"3360",20200821,140,33
"3361",20200821,145,27
"3362",20200821,150,28
"3363",20200821,155,16
"3364",20200821,160,11
"3365",20200821,165,4
"3366",20200821,170,4
"3367",20200821,175,1
"3368",20200822,230,1
"3369",20200822,235,2
"3370",20200822,240,9
"3371",20200822,245,4
"3372",20200822,250,12
"3373",20200822,255,12
"3374",20200822,260,16
"3375",20200822,265,22
"3376",20200822,270,25
"3377",20200822,275,15
"3378",20200822,280,13
"3379",20200822,285,6
"3380",20200822,290,9
"3381",20200822,295,2
"3382",20200822,300,2
"3383",20200823,180,5
"3384",20200823,185,3
"3385",20200823,190,3
"3386",20200823,195,1
"3387",20200823,200,16
"3388",20200823,205,10
"3389",20200823,210,39
"3390",20200823,215,36
"3391",20200823,220,38
"3392",20200823,225,15
"3393",20200823,230,17
"3394",20200823,235,10
"3395",20200823,240,6
"3396",20200823,245,2
"3397",20200823,250,5
"3398",20200823,255,2
"3399",20200823,260,2
"3400",20200824,175,2
"3401",20200824,180,3
"3402",20200824,185,1
"3403",20200824,190,8
"3404",20200824,195,6
"3405",20200824,200,11
"3406",20200824,205,14
"3407",20200824,210,29
"3408",20200824,215,26
"3409",20200824,220,14
"3410",20200824,225,13
"3411",20200824,230,12
"3412",20200824,235,7
"3413",20200824,240,4
"3414",20200824,245,3
"3415",20200824,250,2
"3416",20200824,255,1
"3417",20200824,265,1
"3418",20200825,160,1
"3419",20200825,165,2
"3420",20200825,170,5
"3421",20200825,175,14
"3422",20200825,180,11
"3423",20200825,185,7
"3424",20200825,190,8
"3425",20200825,195,8
"3426",20200825,200,28
"3427",20200825,205,16
"3428",20200825,210,41
"3429",20200825,215,15
"3430",20200825,220,27
"3431",20200825,225,6
"3432",20200825,230,6
"3433",20200825,240,1
"3434",20200826,175,4
"3435",20200826,180,3
"3436",20200826,185,3
"3437",20200826,190,7
"3438",20200826,195,8
"3439",20200826,200,13
"3440",20200826,205,18
"3441",20200826,210,27
"3442",20200826,215,26
"3443",20200826,220,9
"3444",20200826,225,14
"3445",20200826,230,9
"3446",20200826,235,6
"3447",20200826,240,2
"3448",20200826,245,3
"3449",20200826,250,3
"3450",20200826,255,2
"3451",20200826,260,1
"3452",20200826,265,1
"3453",20200826,275,1
"3454",20200827,170,5
"3455",20200827,175,8
"3456",20200827,180,6
"3457",20200827,185,15
"3458",20200827,190,2
"3459",20200827,195,12
"3460",20200827,200,10
"3461",20200827,205,14
"3462",20200827,210,34
"3463",20200827,215,28
"3464",20200827,220,38
"3465",20200827,225,15
"3466",20200827,230,8
"3467",20200827,235,2
"3468",20200827,265,2
"3469",20200828,170,1
"3470",20200828,175,1
"3471",20200828,180,5
"3472",20200828,185,7
"3473",20200828,190,6
"3474",20200828,195,6
"3475",20200828,200,11
"3476",20200828,205,17
"3477",20200828,210,41
"3478",20200828,215,36
"3479",20200828,220,42
"3480",20200828,225,25
"3481",20200828,230,16
"3482",20200828,235,2
"3483",20200828,240,1
"3484",20200828,250,2
"3485",20200828,260,1
"3486",20200828,265,1
"3487",20200828,285,1
"3488",20200828,290,2
"3489",20200828,300,1
"3490",20200829,150,1
"3491",20200829,155,1
"3492",20200829,160,1
"3493",20200829,165,2
"3494",20200829,170,12
"3495",20200829,175,13
"3496",20200829,180,10
"3497",20200829,185,12
"3498",20200829,190,15
"3499",20200829,195,16
"3500",20200829,200,26
"3501",20200829,205,30
"3502",20200829,210,36
"3503",20200829,215,20
"3504",20200829,220,18
"3505",20200829,225,5
"3506",20200829,230,7
"3507",20200829,235,1
"3508",20200829,240,2
"3509",20200829,250,2
"3510",20200830,180,3
"3511",20200830,185,2
"3512",20200830,190,3
"3513",20200830,195,3
"3514",20200830,200,4
"3515",20200830,205,5
"3516",20200830,210,31
"3517",20200830,215,28
"3518",20200830,220,33
"3519",20200830,225,19
"3520",20200830,230,17
"3521",20200830,235,11
"3522",20200830,240,1
"3523",20200830,245,1
"3524",20200830,250,2
"3525",20200830,255,2
"3526",20200830,260,3
"3527",20200831,170,1
"3528",20200831,175,2
"3529",20200831,180,1
"3530",20200831,185,4
"3531",20200831,190,4
"3532",20200831,195,2
"3533",20200831,200,9
"3534",20200831,205,5
"3535",20200831,210,20
"3536",20200831,215,17
"3537",20200831,220,40
"3538",20200831,225,17
"3539",20200831,230,18
"3540",20200831,235,6
"3541",20200831,240,3
"3542",20200831,270,1
"3543",20200832,170,1
"3544",20200832,175,3
"3545",20200832,180,7
"3546",20200832,185,5
"3547",20200832,190,4
"3548",20200832,195,3
"3549",20200832,200,11
"3550",20200832,205,13
"3551",20200832,210,50
"3552",20200832,215,28
"3553",20200832,220,45
"3554",20200832,225,24
"3555",20200832,230,18
"3556",20200832,235,3
"3557",20200832,240,6
"3558",20200833,170,3
"3559",20200833,175,5
"3560",20200833,180,7
"3561",20200833,185,9
"3562",20200833,190,2
"3563",20200833,195,6
"3564",20200833,200,10
"3565",20200833,205,22
"3566",20200833,210,30
"3567",20200833,215,30
"3568",20200833,220,30
"3569",20200833,225,14
"3570",20200833,230,9
"3571",20200833,235,4
"3572",20200833,250,1
"3573",20200833,255,2
"3574",20200833,260,1
"3575",20200833,305,1
"3576",20200834,170,3
"3577",20200834,175,3
"3578",20200834,180,2
"3579",20200834,185,2
"3580",20200834,190,7
"3581",20200834,195,10
"3582",20200834,200,18
"3583",20200834,205,32
"3584",20200834,210,47
"3585",20200834,215,37
"3586",20200834,220,31
"3587",20200834,225,18
"3588",20200834,230,16
"3589",20200834,235,2
"3590",20200834,240,2
"3591",20200834,250,1
"3592",20200834,260,1
"3593",20200835,240,3
"3594",20200835,245,7
"3595",20200835,250,9
"3596",20200835,255,12
"3597",20200835,260,17
"3598",20200835,265,20
"3599",20200835,270,32
"3600",20200835,275,13
"3601",20200880,250,8
"3602",20200880,255,6
"3603",20200880,260,21
"3604",20200880,265,12
"3605",20200880,270,35
"3606",20200880,275,12
"3607",20200880,280,18
"3608",20200880,285,8
"3609",20200880,290,12
"3610",20200880,295,3
"3611",20200880,300,7
"3612",20200881,230,3
"3613",20200881,235,2
"3614",20200881,240,7
"3615",20200881,245,5
"3616",20200881,250,27
"3617",20200881,255,17
"3618",20200881,260,20
"3619",20200353,240,4
"3620",20200353,245,3
"3621",20200353,250,2
"3622",20200353,255,2
"3623",20200353,260,5
"3624",20200353,265,1
"3625",20200353,270,1
"3626",20200353,275,1
"3627",20200354,160,2
"3628",20200354,165,1
"3629",20200354,170,3
"3630",20200354,175,1
"3631",20200354,180,6
"3632",20200354,185,10
"3633",20200354,190,37
"3634",20200354,195,27
"3635",20200354,200,42
"3636",20200354,205,17
"3637",20200354,210,16
"3638",20200354,215,7
"3639",20200354,220,1
"3640",20200354,230,2
"3641",20200354,255,11
"3642",20200355,170,7
"3643",20200355,175,2
"3644",20200355,180,15
"3645",20200355,185,21
"3646",20200355,190,48
"3647",20200355,195,42
"3648",20200355,200,48
"3649",20200355,205,36
"3650",20200355,210,32
"3651",20200355,215,5
"3652",20200355,220,4
"3653",20200356,150,1
"3654",20200356,155,1
"3655",20200356,160,8
"3656",20200356,165,4
"3657",20200356,170,16
"3658",20200356,175,11
"3659",20200356,180,30
"3660",20200356,185,29
"3661",20200356,190,69
"3662",20200356,195,23
"3663",20200356,200,51
"3664",20200356,205,16
"3665",20200356,210,16
"3666",20200356,215,3
"3667",20200356,220,3
"3668",20200356,225,1
"3669",20200356,230,1
"3670",20200356,240,1
"3671",20200357,185,3
"3672",20200357,190,10
"3673",20200357,195,6
"3674",20200357,200,30
"3675",20200357,205,24
"3676",20200357,210,41
"3677",20200357,215,12
"3678",20200357,220,8
"3679",20200357,225,2
"3680",20200357,230,7
"3681",20200357,235,1
"3682",20200357,240,2
"3683",20200357,245,1
"3684",20200357,250,1
"3685",20200357,270,1
"3686",20200357,275,1
"3687",20200358,160,1
"3688",20200358,180,3
"3689",20200358,185,1
"3690",20200358,190,11
"3691",20200358,195,33
"3692",20200358,200,40
"3693",20200358,205,51
"3694",20200358,210,33
"3695",20200358,215,17
"3696",20200358,220,7
"3697",20200358,240,2
"3698",20200358,255,2
"3699",20200358,260,1
"3700",20200359,165,1
"3701",20200359,175,2
"3702",20200359,185,17
"3703",20200359,190,18
"3704",20200359,195,24
"3705",20200359,200,28
"3706",20200359,205,21
"3707",20200359,210,26
"3708",20200359,220,1
"3709",20200360,170,2
"3710",20200360,175,2
"3711",20200360,180,5
"3712",20200360,185,6
"3713",20200360,190,38
"3714",20200360,195,9
"3715",20200360,200,44
"3716",20200360,205,8
"3717",20200360,210,22
"3718",20200360,215,7
"3719",20200360,220,4
"3720",20200360,225,3
"3721",20200362,150,2
"3722",20200362,160,6
"3723",20200362,165,2
"3724",20200362,170,8
"3725",20200362,175,6
"3726",20200362,180,20
"3727",20200362,185,21
"3728",20200362,190,51
"3729",20200362,195,34
"3730",20200362,200,65
"3731",20200362,205,35
"3732",20200362,210,40
"3733",20200362,215,11
"3734",20200362,220,3
"3735",20200363,145,1
"3736",20200363,150,1
"3737",20200363,155,1
"3738",20200363,160,1
"3739",20200363,165,1
"3740",20200363,170,14
"3741",20200363,175,20
"3742",20200363,180,35
"3743",20200363,185,36
"3744",20200363,190,36
"3745",20200363,195,22
"3746",20200363,200,13
"3747",20200363,205,16
"3748",20200363,210,6
"3749",20200813,250,1
"3750",20200813,260,1
"3751",20200813,270,3
"3752",20200963,140,15
"3753",20200963,145,11
"3754",20200963,150,22
"3755",20200963,155,26
"3756",20200963,160,11
"3757",20200963,165,31
"3758",20200963,170,7
"3759",20200963,175,35
"3760",20200963,185,1
"3761",20200963,190,2
"3762",20200963,195,2
"3763",20200963,210,5
"3764",20200963,215,2
"3765",20200963,220,2
"3766",20200963,225,1
"3767",20200963,230,1
"3768",20200963,245,1
"3769",20200964,145,18
"3770",20200964,150,20
"3771",20200964,155,38
"3772",20200964,160,23
"3773",20200964,165,22
"3774",20200964,170,11
"3775",20200964,175,6
"3776",20200964,180,7
"3777",20200964,185,1
"3778",20200964,195,2
"3779",20200964,200,3
"3780",20200964,205,2
"3781",20200964,210,3
"3782",20200964,215,5
"3783",20200964,220,3
"3784",20200964,225,1
"3785",20200965,155,21
"3786",20200965,160,10
"3787",20200965,165,39
"3788",20200965,170,26
"3789",20200965,175,32
"3790",20200965,180,5
"3791",20200965,185,15
"3792",20200965,190,8
"3793",20200965,195,20
"3794",20200965,200,3
"3795",20200965,205,2
"3796",20200965,210,1
"3797",20200965,215,2
"3798",20200966,155,9
"3799",20200966,160,11
"3800",20200966,165,25
"3801",20200966,170,13
"3802",20200966,175,18
"3803",20200966,180,9
"3804",20200966,185,13
"3805",20200966,190,7
"3806",20200966,195,9
"3807",20200966,200,15
"3808",20200966,205,18
"3809",20200966,210,16
"3810",20200966,215,12
"3811",20200966,220,9
"3812",20200966,225,14
"3813",20200966,230,7
"3814",20200966,235,2
"3815",20200966,240,1
"3816",20200967,150,1
"3817",20200967,155,1
"3818",20200967,160,1
"3819",20200967,165,5
"3820",20200967,170,6
"3821",20200967,175,16
"3822",20200967,180,23
"3823",20200967,185,26
"3824",20200967,190,33
"3825",20200967,195,15
"3826",20200967,200,14
"3827",20200967,205,8
"3828",20200967,210,9
"3829",20200967,215,5
"3830",20200967,220,1
"3831",20200967,225,1
"3832",20200967,230,1
"3833",20200968,165,1
"3834",20200968,170,7
"3835",20200968,175,28
"3836",20200968,180,24
"3837",20200968,185,30
"3838",20200968,190,44
"3839",20200968,195,24
"3840",20200968,200,14
"3841",20200968,205,12
"3842",20200968,210,8
"3843",20200968,215,10
"3844",20200968,220,1
"3845",20200968,225,2
"3846",20200969,180,3
"3847",20200969,185,7
"3848",20200969,190,6
"3849",20200969,195,15
"3850",20200969,200,14
"3851",20200969,205,26
"3852",20200969,210,36
"3853",20200969,215,39
"3854",20200969,220,11
"3855",20200969,225,19
"3856",20200969,230,5
"3857",20200969,235,3
"3858",20200969,255,1
"3859",20200970,155,2
"3860",20200970,160,1
"3861",20200970,165,4
"3862",20200970,170,8
"3863",20200970,175,9
"3864",20200970,180,26
"3865",20200970,185,28
"3866",20200970,190,31
"3867",20200970,195,12
"3868",20200970,200,9
"3869",20200970,205,11
"3870",20200970,210,8
"3871",20200970,215,6
"3872",20200970,220,3
"3873",20200970,225,4
"3874",20200971,155,2
"3875",20200971,165,3
"3876",20200971,170,12
"3877",20200971,175,13
"3878",20200971,180,31
"3879",20200971,185,23
"3880",20200971,190,54
"3881",20200971,195,14
"3882",20200971,200,15
"3883",20200971,205,20
"3884",20200971,210,7
"3885",20200971,215,1
"3886",20200971,220,6
"3887",20200971,225,3
"3888",20200971,230,2
"3889",20200972,160,1
"3890",20200972,165,3
"3891",20200972,170,7
"3892",20200972,175,14
"3893",20200972,180,20
"3894",20200972,185,31
"3895",20200972,190,22
"3896",20200972,195,14
"3897",20200972,200,15
"3898",20200972,205,11
"3899",20200972,210,7
"3900",20200972,215,3
"3901",20200972,220,2
"3902",20200972,225,3
"3903",20200972,230,1
"3904",20200973,150,1
"3905",20200973,155,2
"3906",20200973,160,1
"3907",20200973,165,6
"3908",20200973,170,6
"3909",20200973,175,18
"3910",20200973,180,26
"3911",20200973,185,45
"3912",20200973,190,28
"3913",20200973,195,34
"3914",20200973,200,20
"3915",20200973,205,3
"3916",20200973,210,3
"3917",20200973,215,5
"3918",20200973,225,1
"3919",20200973,235,1
"3920",20200974,235,1
"3921",20200974,240,1
"3922",20200974,245,4
"3923",20200974,250,6
"3924",20200974,255,5
"3925",20200974,260,9
"3926",20200974,265,9
"3927",20200974,270,12
"3928",20200974,275,18
"3929",20200974,280,26
"3930",20200974,285,19
"3931",20200974,290,21
"3932",20200974,295,8
"3933",20200974,300,9
"3934",20200974,305,3
"3935",20200974,310,2
"3936",20200975,230,3
"3937",20200975,235,3
"3938",20200975,240,1
"3939",20200975,245,2
"3940",20200975,250,5
"3941",20200975,255,11
"3942",20200975,260,17
"3943",20200975,265,20
"3944",20200975,270,26
"3945",20200975,275,32
"3946",20200975,280,41
"3947",20200975,285,28
"3948",20200975,290,23
"3949",20200975,295,20
"3950",20200975,300,5
"3951",20200975,305,1
"3952",20200975,310,2
"3953",20200975,315,2
"3954",20200975,320,2
"3955",20200976,225,1
"3956",20200976,230,5
"3957",20200976,235,6
"3958",20200976,240,7
"3959",20200976,245,6
"3960",20200976,250,10
"3961",20200976,255,17
"3962",20200976,260,25
"3963",20200976,265,21
"3964",20200976,270,26
"3965",20200976,275,24
"3966",20200976,280,25
"3967",20200976,285,16
"3968",20200976,290,22
"3969",20200976,295,11
"3970",20200976,300,11
"3971",20200976,305,2
"3972",20200976,310,3
"3973",20200977,230,2
"3974",20200977,235,1
"3975",20200977,240,2
"3976",20200977,245,5
"3977",20200977,250,9
"3978",20200977,255,7
"3979",20200977,260,14
"3980",20200977,265,13
"3981",20200977,270,15
"3982",20200977,275,11
"3983",20200977,280,24
"3984",20200977,285,8
"3985",20200977,290,15
"3986",20200977,295,7
"3987",20200977,300,11
"3988",20200977,305,1
"3989",20200977,310,3
"3990",20200977,315,1
"3991",20200977,320,1
"3992",20200978,230,1
"3993",20200978,240,2
"3994",20200978,245,4
"3995",20200978,250,10
"3996",20200978,255,16
"3997",20200978,260,30
"3998",20200978,265,23
"3999",20200978,270,33
"4000",20200978,275,25
"4001",20200978,280,36
"4002",20200978,285,18
"4003",20200978,290,16
"4004",20201144,310,1
"4005",20200173,175,20
"4006",20200173,180,7
"4007",20200173,185,25
"4008",20200173,190,17
"4009",20200173,195,28
"4010",20200173,200,38
"4011",20200173,205,22
"4012",20200173,210,10
"4013",20200173,215,3
"4014",20200173,220,10
"4015",20200173,225,8
"4016",20200173,230,1
"4017",20200173,235,3
"4018",20200173,240,7
"4019",20200173,245,3
"4020",20200174,170,1
"4021",20200174,175,1
"4022",20200174,180,3
"4023",20200174,185,17
"4024",20200174,190,25
"4025",20200174,195,37
"4026",20200174,200,40
"4027",20200174,205,28
"4028",20200174,210,17
"4029",20200174,215,5
"4030",20200174,220,4
"4031",20200174,225,8
"4032",20200174,230,5
"4033",20200174,235,2
"4034",20200174,240,3
"4035",20200174,245,12
"4036",20200174,250,3
"4037",20200174,255,3
"4038",20200174,260,2
"4039",20200174,265,1
"4040",20200174,275,1
"4041",20200174,290,1
"4042",20200175,175,18
"4043",20200175,180,20
"4044",20200175,185,32
"4045",20200175,190,27
"4046",20200175,195,42
"4047",20200175,200,23
"4048",20200175,205,16
"4049",20200175,210,3
"4050",20200175,215,5
"4051",20200175,225,2
"4052",20200175,230,5
"4053",20200176,155,2
"4054",20200176,165,2
"4055",20200176,170,4
"4056",20200176,175,5
"4057",20200176,180,12
"4058",20200176,185,26
"4059",20200176,190,30
"4060",20200176,195,40
"4061",20200176,200,39
"4062",20200176,205,18
"4063",20200176,210,8
"4064",20200176,215,8
"4065",20200176,220,1
"4066",20200176,225,2
"4067",20200176,230,2
"4068",20200176,235,2
"4069",20200176,240,4
"4070",20200176,250,2
"4071",20200176,255,1
"4072",20200176,260,1
"4073",20200176,265,1
"4074",20200176,275,2
"4075",20200176,305,1
"4076",20200177,220,1
"4077",20200177,230,3
"4078",20200177,235,9
"4079",20200177,240,12
"4080",20200177,245,12
"4081",20200177,250,10
"4082",20200177,255,20
"4083",20200177,260,27
"4084",20200177,265,31
"4085",20200177,270,28
"4086",20200177,275,30
"4087",20200177,280,26
"4088",20200177,285,10
"4089",20200177,290,2
"4090",20200177,295,1
"4091",20200177,300,2
"4092",20200177,305,1
"4093",20200177,310,2
"4094",20200178,190,1
"4095",20200178,195,1
"4096",20200178,200,12
"4097",20200178,205,2
"4098",20200178,210,10
"4099",20200178,215,5
"4100",20200178,220,6
"4101",20200178,225,4
"4102",20200178,230,9
"4103",20200178,235,7
"4104",20200178,240,17
"4105",20200178,245,23
"4106",20200178,250,31
"4107",20200178,255,27
"4108",20200178,260,34
"4109",20200178,265,20
"4110",20200178,270,16
"4111",20200178,275,12
"4112",20200178,280,9
"4113",20200178,285,10
"4114",20200178,290,3
"4115",20200178,295,2
"4116",20200178,300,1
"4117",20200178,315,1
"4118",20200179,210,3
"4119",20200179,225,1
"4120",20200179,230,4
"4121",20200179,235,4
"4122",20200179,240,7
"4123",20200179,245,2
"4124",20200179,250,20
"4125",20200179,255,9
"4126",20200179,260,20
"4127",20200179,265,18
"4128",20200179,270,29
"4129",20200179,275,10
"4130",20200179,280,18
"4131",20200179,285,1
"4132",20200179,290,3
"4133",20200179,295,1
"4134",20200180,190,4
"4135",20200180,215,1
"4136",20200180,235,2
"4137",20200180,240,16
"4138",20200537,290,12
"4139",20200537,295,6
"4140",20200537,300,2
"4141",20200537,305,2
"4142",20200537,310,2
"4143",20200537,325,1
"4144",20200538,240,1
"4145",20200538,245,3
"4146",20200538,250,8
"4147",20200538,255,7
"4148",20200538,260,25
"4149",20200538,265,15
"4150",20200538,270,24
"4151",20200538,275,16
"4152",20200538,280,24
"4153",20200538,285,7
"4154",20200538,290,7
"4155",20200538,295,2
"4156",20200538,300,6
"4157",20200538,305,2
"4158",20200538,310,2
"4159",20200538,320,1
"4160",20200539,245,1
"4161",20200539,250,8
"4162",20200539,255,9
"4163",20200539,260,9
"4164",20200539,265,16
"4165",20200539,270,19
"4166",20200539,275,32
"4167",20200539,280,27
"4168",20200539,285,12
"4169",20200539,290,6
"4170",20200539,295,7
"4171",20200539,300,3
"4172",20200539,305,4
"4173",20200540,235,1
"4174",20200540,240,6
"4175",20200540,245,6
"4176",20200540,250,28
"4177",20200540,255,20
"4178",20200540,260,38
"4179",20200540,265,12
"4180",20200540,270,36
"4181",20200540,275,15
"4182",20200540,280,18
"4183",20200540,285,4
"4184",20200540,290,13
"4185",20200540,300,1
"4186",20200540,305,1
"4187",20200540,310,1
"4188",20200541,240,2
"4189",20200541,245,6
"4190",20200541,250,10
"4191",20200541,255,10
"4192",20200541,260,14
"4193",20200541,265,17
"4194",20200541,270,20
"4195",20200541,275,16
"4196",20200541,280,22
"4197",20200541,285,14
"4198",20200541,290,9
"4199",20200541,295,2
"4200",20200541,300,5
"4201",20200541,305,2
"4202",20200541,320,1
"4203",20200542,195,1
"4204",20200542,200,1
"4205",20200542,225,2
"4206",20200542,230,4
"4207",20200542,235,5
"4208",20200542,240,5
"4209",20200542,245,13
"4210",20200542,250,28
"4211",20200542,255,21
"4212",20200542,260,24
"4213",20200542,265,21
"4214",20200542,270,13
"4215",20200542,275,5
"4216",20200542,280,4
"4217",20200542,285,2
"4218",20200542,290,1
"4219",20200543,195,1
"4220",20200543,205,1
"4221",20200543,210,1
"4222",20200543,225,3
"4223",20200543,230,7
"4224",20200543,235,6
"4225",20200543,240,18
"4226",20200543,245,23
"4227",20200543,250,35
"4228",20200543,255,40
