"X","Region_name","Lat_S","Lon_S","Lat_E","Lon_E","Dist_S","Dist_E","Area_Backscatter_Strength","Frequency","Time_S","Time_E","Date_S","Boat","areaKm","distance","sum_trans","Actual_Weighting","calc_actual_mean_sa","trans_meanSa","TS","biomass_density","density","weighted_mean_biomass_calc","trans_biomass","total_biomass","se","standard_error_tonnes","standard_error_perc","mean_biomass_density","meanSa","Vessel","Transect_No","TransCount","SD","Variance","SurveyArea","Reader","Date","cov_perc","Adjusted_bio","Total_Variance","Total_StErr","ci","SA"
1,"LB_T01",43.56619279,-66.47057181,43.23292673,-66.46986998,1014.617886,39792.350014,-63.5646700025,38," 20:04:47.2180"," 22:43:35.2180",20200816,"LB",822.690944683788,38.777732128,455.027757475,0.0852205859773962,3.7503993595386e-08,-74.2592248416315,-34.5791047253819,0.001263116686008,0.0489808004964251,0.000107643544139428,88.5573690171771,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"LB","T01",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio",2020-08-16,53.1091327397795,14261.4741844203,1395458468.07956,37355.8357968277,73217.4381617824,4968.82781730475
1,"BP_T01",43.56266495,-66.43516666,43.23586007,-66.43272221,3525.009687,39942.848278,-48.594745999,38," 19:54:50.9840"," 22:13:25.9840",20200831,"BP",814.815978000626,36.417838591,532.441142051,0.0683978673224161,9.45296305458679e-07,-60.2443203947442,-34.8908453636049,0.0426196556496245,1.55211574025203,0.00291509355245008,2375.26480390293,24829.774111211,0.0067793218319309,5523.89974866577,22.2470801543525,0.0305394113596121,-50.0517130441881,"BP","T01",14,20668.540298394,30513468.4333098,"German","Allan",2020-08-31,22.2470801543525,22274.3734687406,1395458468.07956,37355.8357968277,73217.4381617824,7223.05564729139
1,"BP_T01",43.56975205,-66.45461058,43.23397073,-66.4539176,5611.185377,42967.299179,-58.074659023,38," 19:25:11.3270"," 21:44:37.3270",20200913,"BP",818.290415225671,37.356113802,532.74252864,0.0701203898576743,1.09239177049383e-07,-69.6162158026663,-35.1087286351653,0.00505134418544944,0.18869858824472,0.000354202223589011,289.840284614508,58753.8831408773,0.0429285587770613,35128.0281867211,59.7884366255296,0.0708249943470534,-46.5535196678482,"BP","T01",14,131437.046147648,1233978364.28707,"German","Allan",2020-09-13,59.7884366255295,52976.7008047154,1395458468.07956,37355.8357968277,73217.4381617824,16338.4948294775
1,"BP_T01",43.56248596,-66.43492994,43.23456683,-66.43455596,3729.677673,40200.655622,-48.925468554,38," 19:23:56.7180"," 21:37:41.7180",20200927,"BP",817.73652337911,36.470977949,483.775687465,0.0753881993121835,9.65509418542932e-07,-60.152434853219,-35.329975965722,0.0436969114068122,1.59366909235725,0.00329423146646358,2693.81338659199,14187.5457589414,0.00499835116247946,4087.33430223388,28.8093118547859,0.0173933416757887,-52.965783740429,"BP","T01",13,14737.0934066671,16706301.6982178,"German","Allan",2020-09-27,28.809311854786,1629.73272962207,1395458468.07956,37355.8357968277,73217.4381617824,477.659908290231
1,"FM_T01",43.57216573,-66.49447866,43.23700311,-66.49322933,244.942336,38361.603554,-9999,38," 20:30:00.2490"," 22:30:30.2380",20201011,"FM",816.192385118999,38.116661218,523.492137764,0.0728122897524465,0,-Inf,-35.1471841563735,0,0,0,0,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"FM","T01",14,20959.509470452,31378645.5172832,"German","Allan",2020-10-11,55.822698727152,5155.45684514499,1395458468.07956,37355.8357968277,73217.4381617824,1575.97288188325
1,"FM_T01",43.56714367,-66.49384478,43.23534487,-66.49326534,1317.3061,39542.503345,-55.0379406354,38," 19:39:20.1050"," 21:58:36.6030",20201025,"FM",824.222141906115,38.225197245,456.293557868,0.0837732564614863,2.62610045095977e-07,-65.8068866573201,-34.8930186523252,0.00967181100994159,0.36970688357138,0.000810239104182863,667.817009905691,7484.478974928,0.00612837170511591,5051.13965318746,67.4881935016198,0.00904485272689262,-55.3118456974287,"FM","T01",12,17497.6610308931,25514011.7960028,"German","Allan",2020-10-25,67.4881935016199,5017.44467383429,1395458468.07956,37355.8357968277,73217.4381617824,1626.22535157821
