"","SAMPLID","AREA","OLD_SAMP","SDATE","SPEC","SAMP_TYPE","GEAR","BD","LAT","LON","LF_SAMPLER","FISHING_VESSEL_1","FISHING_VESSEL_2","FISHING_VESSEL_3","CARRIER","FOREIGN_VESSEL","CRUISE","SETNO","COMMENTS","PLANT","AGER1","AGER2","MARKET_WEIGHT_KG","HOW_LF_OBTAINED","HOW_DETAIL_OBTAINED","DETAIL_SAMPLER","WEIR_CODE"
"396",20200390,467,NA,2020-07-21,60,4,2,0,4438,6637,"Walter Beach","Fundy Monarch",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 2 of 2","Connors #10, Blacks Harbour",NA,NA,1000,NA,NA,NA,NA
"397",20200391,467,NA,2020-07-21,60,4,4,1,4505.18,6639.02,"Ken Dougan, Connors",NA,NA,NA,"Caroline B",NA,NA,NA,"Seelys Head (Cove), shutoff","Connors #10, Blacks Harbour","DK",NA,28120,NA,NA,"Derek Knox",NA
"398",20200790,466,NA,2020-09-04,60,5,2,0,4419.59,6622.01,"Albert Gaudet","Lady Janice II",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR","Atlantic Catch Data",NA,NA,17000,NA,NA,NA,NA
"399",20200791,466,NA,2020-09-04,60,5,2,0,4419.54,6622.35,"Albert Gaudet","Lady Melissa",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 1 of 2","Atlantic Catch Data",NA,NA,25000,NA,NA,NA,NA
"400",20200792,466,NA,2020-09-04,60,4,2,0,4419.6,6623.1,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 1 of 2","Scotia Garden Seafood Inc.",NA,NA,29500,NA,NA,NA,NA
"401",20200793,466,NA,2020-09-04,60,5,2,0,4419.6,6623.1,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,29500,NA,NA,NA,NA
"402",20200794,466,NA,2020-09-04,60,4,2,0,4420,6622,"Chris and Devin","Morning Star",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 1 of 3","Cape Breeze Seafoods",NA,NA,11333,NA,NA,NA,NA
"403",20200795,466,NA,2020-09-04,60,4,2,0,4420,6622,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 2 of 3","Scotia Garden Seafood Inc.",NA,NA,11333,NA,NA,NA,NA
"404",20200796,466,NA,2020-09-04,60,5,2,0,4420,6622,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 3 of 3","Atlantic Catch Data",NA,NA,11334,NA,NA,NA,NA
"405",20200797,466,NA,2020-09-04,60,5,2,0,4419,6623,"Albert Gaudet","Tasha Marie",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR","Atlantic Catch Data",NA,NA,7000,NA,NA,NA,NA
"406",20200798,465,NA,2020-09-04,60,4,8,0,4337.63,6606.48,"Zach and Zander","Lady Paige",NA,NA,NA,NA,NA,NA,"Spec Buoy, used Lady Paige","Cape Breeze Seafoods",NA,NA,5990,NA,NA,NA,NA
"407",20200799,465,NA,2020-09-04,60,4,8,0,4338,6607,"Wendy Deveau","Call Me Crazy",NA,NA,NA,NA,NA,NA,"Spec Buoy","Scotia Garden Seafood Inc.",NA,NA,2000,NA,NA,NA,NA
"408",20200800,467,NA,2020-09-06,60,4,1,1,4454.97,6653.39,"Ken Dougan, Connors",NA,NA,NA,"Capelco",NA,NA,NA,"Ship Head #555, NB weir","Connors #10, Blacks Harbour","DK",NA,24750,NA,NA,"Derek Knox",555
"409",20200801,467,NA,2020-09-06,60,4,1,0,4446.62,6649.29,"Ken Dougan, Connors",NA,NA,NA,"Michael Eileen",NA,NA,NA,"Money Cove #337, NB weir","Connors #10, Blacks Harbour",NA,NA,36560,NA,NA,NA,337
"410",20200802,466,NA,2020-09-07,60,5,2,0,4511.52,6451.59,"Dale Knickle","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR","Atlantic Catch Data",NA,NA,117000,NA,NA,NA,NA
"411",20200803,466,NA,2020-09-07,60,4,2,1,4507,6458,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour","DK",NA,62500,NA,NA,"Derek Knox",NA
"412",20200804,466,NA,2020-09-07,60,5,2,0,4507,6458,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,62500,NA,NA,NA,NA
"413",20200805,466,NA,2020-09-07,60,4,2,0,4512,6445,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,54500,NA,NA,NA,NA
"414",20200806,466,NA,2020-09-07,60,5,2,0,4512,6445,"Dave Welch","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,54500,NA,NA,NA,NA
"415",20200807,466,NA,2020-09-07,60,4,2,0,4512.28,6446.53,"Chris and Devin","Lady Melissa",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Cape Breeze Seafoods",NA,NA,40000,NA,NA,NA,NA
"416",20200808,466,NA,2020-09-07,60,5,2,0,4512.28,6446.53,"Dale Knickle","Lady Melissa",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,40000,NA,NA,NA,NA
"417",20200809,466,NA,2020-09-07,60,4,2,1,4512,6447,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Scotia Garden Seafood Inc.","LC",NA,44000,NA,NA,"Claire Neufeld",NA
"418",20200810,466,NA,2020-09-07,60,5,2,0,4512,6447,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,44000,NA,NA,NA,NA
"419",20200811,466,NA,2020-09-07,60,5,2,0,4513.8,6444.1,"Dale Knickle","Sealife II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Atlantic Catch Data",NA,NA,41500,NA,NA,NA,NA
"420",20200812,466,NA,2020-09-08,60,5,2,0,4513.51,6443.93,"Dale Knickle","Lady Janice II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Atlantic Catch Data",NA,NA,40000,NA,NA,NA,NA
"421",20200813,465,NA,2020-09-08,60,5,2,0,4353.7,6628,"Dale Knickle","Tasha Marie",NA,NA,NA,NA,NA,NA,"Lurcher Shoal, 4XQ","Atlantic Catch Data",NA,NA,73000,NA,NA,NA,NA
"422",20201088,511,NA,2020-10-23,60,5,2,0,4417,6700.3,"Ed Blackier","Brunswick Provider",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 2 of 2, Tally #76","Atlantic Catch Data",NA,NA,28000,NA,NA,NA,NA
"423",20201089,511,NA,2020-10-23,60,4,2,0,4416.1,6700.14,"Walter Beach","Canada 100",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 1 of 2","Connors #10, Blacks Harbour",NA,NA,10000,NA,NA,NA,NA
"424",20200059,511,NA,2020-06-03,60,5,2,0,4416.18,6700.83,"Ed Blackier","Canada 100",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 2 of 2, Tally #5","Atlantic Catch Data",NA,NA,3500,NA,NA,NA,NA
"425",20200060,511,NA,2020-06-03,60,4,2,0,4415,6701,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 1 of 2","Connors #10, Blacks Harbour",NA,NA,14000,NA,NA,NA,NA
"426",20200061,511,NA,2020-06-03,60,5,2,0,4415,6701,"Ed Blackier","Fundy Monarch",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 2 of 2, Tally #7","Atlantic Catch Data",NA,NA,14000,NA,NA,NA,NA
"427",20200563,465,NA,2020-08-18,60,5,2,0,4327.86,6625.48,"Heather Perry","Lady Melissa",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,49500,NA,NA,NA,NA
"428",20200564,466,NA,2020-08-18,60,4,2,1,4419,6622,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 1 of 2; Ager1_Reading2 is LC","Scotia Garden Seafood Inc.","DK",NA,30500,NA,NA,"Derek Knox",NA
"429",20200565,466,NA,2020-08-18,60,5,2,0,4419,6622,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,30500,NA,NA,NA,NA
"430",20200559,466,NA,2020-08-18,60,4,2,0,4416,6631,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"West of Brier Island, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,4500,NA,NA,NA,NA
"431",20200560,466,NA,2020-08-18,60,5,2,0,4416,6631,"Dave Welch","Fundy Monarch",NA,NA,NA,NA,NA,NA,"West of Brier Island, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,4500,NA,NA,NA,NA
"432",20200561,465,NA,2020-08-18,60,5,2,0,4327,6625,"Dale Knickle","Lady Janice II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 3","Atlantic Catch Data",NA,NA,29667,NA,NA,NA,NA
"433",20200562,465,NA,2020-08-18,60,6,2,0,4327.86,6625.48,"Zach and Zander","Lady Melissa",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Cape Breeze Seafoods",NA,NA,49500,NA,NA,NA,NA
"434",20200566,466,NA,2020-08-18,60,4,2,0,4419,6622,"Zach and Zander","Morning Star",NA,NA,NA,NA,NA,NA,"Moores Ledge, 4XR, 1 of 3","Cape Breeze Seafoods",NA,NA,24667,NA,NA,NA,NA
"435",20200567,466,NA,2020-08-18,60,4,2,0,4419,6622,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"Moores Ledge, 4XR, 2 of 3","Scotia Garden Seafood Inc.",NA,NA,24667,NA,NA,NA,NA
"436",20200568,466,NA,2020-08-18,60,5,2,0,4419,6622,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"Moores Ledge, 4XR, 3 of 3","Atlantic Catch Data",NA,NA,24666,NA,NA,NA,NA
"437",20200585,456,NA,2020-07-11,60,2,3,1,4322.41,6133.56,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",24,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"438",20200586,456,NA,2020-07-11,60,2,3,1,4312.98,6137.49,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",25,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"439",20200587,443,NA,2020-07-13,60,2,3,1,4420.02,5928.22,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",39,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"440",20200588,454,NA,2020-07-13,60,2,3,1,4407.56,5929.91,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",40,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"441",20200589,452,NA,2020-07-13,60,2,3,1,4411.43,6000.16,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",41,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"442",20200590,452,NA,2020-07-13,60,2,3,1,4419.55,6002.29,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",43,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"443",20200591,457,NA,2020-07-17,60,2,3,1,4409.65,6316.99,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",48,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"444",20200592,461,NA,2020-07-18,60,2,3,1,4352.89,6406.82,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",49,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"445",20200593,463,NA,2020-07-18,60,2,3,1,4338.61,6425.23,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",51,"Ecosystem summer survey 4VWX 5Yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"446",20200594,463,NA,2020-07-18,60,2,3,1,4321.66,6428.38,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",52,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"447",20200595,462,NA,2020-07-18,60,2,3,1,4317.25,6419.57,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",53,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"448",20200596,462,NA,2020-07-18,60,2,3,1,4316.89,6411.24,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",54,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"449",20200597,462,NA,2020-07-18,60,2,3,1,4311.04,6410.8,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",55,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"450",20200598,462,NA,2020-07-19,60,2,3,1,4253.05,6435.26,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",56,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"451",20200599,462,NA,2020-07-19,60,2,3,1,4250.83,6434.2,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",57,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"452",20200600,462,NA,2020-07-19,60,2,3,1,4254.99,6445.86,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",58,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"453",20200601,463,NA,2020-07-19,60,2,3,1,4303.77,6459.39,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",59,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"454",20200602,463,NA,2020-07-19,60,2,3,1,4309.68,6509.61,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",60,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"455",20200603,464,NA,2020-07-20,60,2,3,1,4243.82,6603.89,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",64,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"456",20200604,465,NA,2020-07-20,60,2,3,1,4305.17,6707.76,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",69,"Ecosystem summer survey 4VWX 5Yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"457",20200605,465,NA,2020-07-20,60,2,3,1,4307.85,6708.97,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",70,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"458",20200606,465,NA,2020-07-21,60,2,3,1,4310.64,6704.94,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",71,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"459",20200607,465,NA,2020-07-21,60,2,3,1,4322.27,6639.25,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",72,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"460",20200608,465,NA,2020-07-21,60,2,3,1,4347.52,6628.63,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",73,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"461",20200609,465,NA,2020-07-21,60,2,3,1,4349.09,6619.93,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",74,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"462",20200610,465,NA,2020-07-21,60,2,3,1,4354.48,6648.78,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",75,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"463",20200611,466,NA,2020-07-21,60,2,3,1,4410.05,6652.15,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",76,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"464",20200612,467,NA,2020-07-22,60,2,3,1,4455.13,6630.75,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",78,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"465",20200613,467,NA,2020-07-22,60,2,3,1,4455.38,6627.71,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",79,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"466",20200614,467,NA,2020-07-22,60,2,3,1,4456.97,6622.1,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",80,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"467",20200615,467,NA,2020-07-22,60,2,3,1,4448.32,6614.97,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",81,"Ecosystem summer survey 4VWX 5Yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"468",20200616,466,NA,2020-07-22,60,2,3,1,4439.9,6556.1,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",82,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"469",20200617,467,NA,2020-07-22,60,2,3,1,4448.67,6556.47,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",83,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"470",20200618,467,NA,2020-07-22,60,2,3,1,4501.1,6541.57,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",84,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"471",20200619,467,NA,2020-07-22,60,2,3,1,4507.52,6532.9,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",85,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"472",20200620,466,NA,2020-07-22,60,2,3,1,4509.69,6512.65,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",86,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox and Claire Mussells",NA
"473",20200621,466,NA,2020-07-22,60,2,3,1,4510.33,6508.08,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",87,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox and Claire Mussells",NA
"474",20200480,467,NA,2020-08-06,60,4,2,0,4438,6639,"Walter Beach","Brunswick Provider",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 1 of 2","Connors #10, Blacks Harbour",NA,NA,35000,NA,NA,NA,NA
"475",20200738,465,NA,2020-09-01,60,4,2,1,4314,6620,"Andrew Vandenbergh","Brunswick Provider",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Connors #10, Blacks Harbour","DK",NA,29500,NA,NA,"Derek Knox",NA
"476",20200739,465,NA,2020-09-01,60,5,2,0,4314,6620,"Ed Blackier","Brunswick Provider",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2, Tally #46","Atlantic Catch Data",NA,NA,29500,NA,NA,NA,NA
"477",20200740,465,NA,2020-09-01,60,5,2,0,4314.9,6619.4,"Dale Knickle","Canada 100",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,69000,NA,NA,NA,NA
"478",20200741,465,NA,2020-09-01,60,5,2,0,4315,6619,"Heather Perry","Lady Janice II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,5000,NA,NA,NA,NA
"479",20200742,465,NA,2020-09-01,60,4,2,0,4314.7,6619.6,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Scotia Garden Seafood Inc.",NA,NA,14000,NA,NA,NA,NA
"480",20200743,465,NA,2020-09-01,60,5,2,0,4314.7,6619.6,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,14000,NA,NA,NA,NA
"481",20200744,465,NA,2020-09-01,60,4,2,1,4314,6619,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2; Ager1_Reading2 is LC","Scotia Garden Seafood Inc.","LC",NA,69000,NA,NA,"Claire Neufeld",NA
"482",20200745,465,NA,2020-09-01,60,5,2,0,4314,6619,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,69000,NA,NA,NA,NA
"483",20200746,465,NA,2020-09-01,60,5,2,0,4316.5,6619.5,"Heather Perry","Tasha Marie",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,25000,NA,NA,NA,NA
"484",20200747,467,NA,2020-08-29,60,4,1,0,4454.97,6653.39,"Nicole Comeau",NA,NA,NA,"Senator Neil",NA,NA,NA,"Ship Head Cove #555, NB weir","Comeau's Sea Foods Ltd.",NA,NA,51180,NA,NA,NA,555
"485",20200748,467,NA,2020-09-01,60,4,1,0,4458.57,6642.73,"Walter Beach",NA,NA,NA,"Caroline B",NA,NA,NA,"Pauls Cove #730, NB weir","Connors #10, Blacks Harbour",NA,NA,4500,NA,NA,NA,730
"486",20200749,467,NA,2020-09-01,60,4,1,0,4501.79,6649.59,"Walter Beach",NA,NA,NA,"Senator Neil",NA,NA,NA,"Spider Cove #725, NB weir","Connors #10, Blacks Harbour",NA,NA,20250,NA,NA,NA,725
"487",20200750,467,NA,2020-09-01,60,4,1,0,4437.79,6653.82,"Walter Beach",NA,NA,NA,"Michael Eileen",NA,NA,NA,"Bradfords Cove #364, NB weir","Connors #10, Blacks Harbour",NA,NA,33750,NA,NA,NA,364
"488",20200751,467,NA,2020-09-01,60,4,1,0,4446.62,6649.29,"Walter Beach",NA,NA,NA,"Andrew & Dean",NA,NA,NA,"Money Cove #337, NB weir","Connors #10, Blacks Harbour",NA,NA,17440,NA,NA,NA,337
"489",20200569,465,NA,2020-08-18,60,5,2,0,4326.1,6626.1,"Dale Knickle","Sealife II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,99000,NA,NA,NA,NA
"490",20200570,466,NA,2020-08-18,60,5,2,0,4420.35,6621.07,"Heather Perry","Tasha Marie",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR","Atlantic Catch Data",NA,NA,37000,NA,NA,NA,NA
"491",20200335,466,NA,2020-07-16,60,4,2,0,4406,6625,"Ken Dougan, Connors","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Trinity, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,28500,NA,NA,NA,NA
"492",20200336,466,NA,2020-07-16,60,5,2,0,4406,6625,"Dave Welch","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Trinity, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,28500,NA,NA,NA,NA
"493",20200337,466,NA,2020-07-16,60,4,2,0,4405.04,6625.05,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"Trinity, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,24500,NA,NA,NA,NA
"494",20200338,466,NA,2020-07-16,60,5,2,0,4405.04,6625.05,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"Trinity, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,24500,NA,NA,NA,NA
"495",20200339,511,NA,2020-07-16,60,4,2,1,4409.2,6706,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 1 of 2; Ager1_Reading2 is LC","Connors #10, Blacks Harbour","DK",NA,20000,NA,NA,"Derek Knox",NA
"496",20200340,511,NA,2020-07-16,60,5,2,0,4409.2,6706,"Dave Welch","Fundy Monarch",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 2 of 2","Atlantic Catch Data",NA,NA,20000,NA,NA,NA,NA
"497",20200341,466,NA,2020-07-16,60,4,2,0,4406.7,6627.14,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"Trinity, 4XR, 1 of 2","Scotia Garden Seafood Inc.",NA,NA,36000,NA,NA,NA,NA
"498",20200342,466,NA,2020-07-16,60,5,2,0,4406.7,6627.14,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"Trinity, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,36000,NA,NA,NA,NA
"499",20200343,466,NA,2020-07-16,60,4,2,0,4406.2,6627.28,"Jillian and Stephen","Morning Star",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 1 of 3","Cape Breeze Seafoods",NA,NA,22000,NA,NA,NA,NA
"500",20200344,466,NA,2020-07-16,60,4,2,1,4406.2,6627.28,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 2 of 3","Scotia Garden Seafood Inc.","DK",NA,22000,NA,NA,"Derek Knox",NA
"501",20200345,466,NA,2020-07-16,60,5,2,0,4406.2,6627.28,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 3 of 3","Atlantic Catch Data",NA,NA,22000,NA,NA,NA,NA
"502",20200346,466,NA,2020-07-16,60,5,2,0,4404,6626,"Mac Whitehead","Tasha Marie",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR","Atlantic Catch Data",NA,NA,85000,NA,NA,NA,NA
"503",20200704,466,NA,2020-08-24,60,4,2,1,4512.22,6459.44,"Ken Dougan, Connors","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour","DK",NA,53000,NA,NA,"Derek Knox",NA
"504",20200705,466,NA,2020-08-24,60,5,2,0,4512.22,6459.44,"Ed Blackier","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2, Tally #42","Atlantic Catch Data",NA,NA,53000,NA,NA,NA,NA
"505",20200706,466,NA,2020-08-24,60,5,2,0,4511.67,6500.44,"Sophia Tomson","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR","Atlantic Catch Data",NA,NA,101000,NA,NA,NA,NA
