"","Region_name","Lat_S","Lon_S","Lat_E","Lon_E","Dist_S","Dist_E","Area_Backscatter_Strength","Frequency","Time_S","Time_E","Date_S","Boat","areaKm","distance","sum_trans","Actual_Weighting","calc_actual_mean_sa","trans_meanSa","TS","biomass_density","density","weighted_mean_biomass_calc","trans_biomass","total_biomass","se","standard_error_tonnes","standard_error_perc","mean_biomass_density","meanSa","Vessel","Transect_No","TransCount","SD","Variance","SurveyArea","Reader"
"1","BP_T01",43.56248596,-66.43492994,43.23456683,-66.43455596,3729.677673,40200.655622,-48.925468554,38," 19:23:56.7180"," 21:37:41.7180",20200927,"BP",816.093544575851,36.470977949,483.775687465,0.0753881993121835,9.65509418542932e-07,-60.152434853219,-35.329975965722,0.0436969114068122,1.59366909235725,0.00329423146646358,2688.40103411956,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"BP","T01",13,14707.4839525256,16639237.2472153,"German","Allan"
"2","BP_T02",43.23522421,-66.29980748,43.5642185,-66.2985033,51228.072208,87870.653864,-59.6729563966,38," 22:13:36.7180"," 00:25:23.7180",20200927,"BP",816.093544575851,36.642581656,483.775687465,0.0757429168216541,8.16669593140294e-08,-70.8795361409096,-35.329975965722,0.00367876424597977,0.134799419276487,0.000278640334289721,227.396578072298,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"BP","T02",13,14707.4839525256,16639237.2472153,"German","Allan"
"3","FM_T01",43.55799122,-66.4933597,43.23617333,-66.49346833,3205.582516,39641.972692,-55.0568420457,38," 20:35:48.0280"," 22:55:52.5430",20200927,"FM",816.093544575851,36.436390176,483.775687465,0.0753167038362921,2.3507535504011e-07,-66.2879289929326,-35.329975965722,0.0106491119346144,0.38801519747751,0.000802056009698879,654.552731903521,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"FM","T01",13,14707.4839525256,16639237.2472153,"German","Allan"
"4","FM_T02",43.23513833,-66.35702667,43.56312974,-66.3569911,50929.011179,87988.71247,-53.5222647817,38," 23:34:52.5320"," 01:48:09.0430",20200927,"FM",816.093544575851,37.059701291,483.775687465,0.0766051338486934,3.40432800593093e-07,-64.6796860243497,-35.329975965722,0.0151625106319585,0.561918114841993,0.00116152615644342,947.913998129472,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"FM","T02",13,14707.4839525256,16639237.2472153,"German","Allan"
"5","LJ_T01",43.5638251,-66.39592498,43.23619716,-66.39584943,76.982149,36590.052274,-52.0401908736,38," 19:25:47.7100"," 21:44:32.7100",20200927,"LJ",816.093544575851,36.513070125,483.775687465,0.0754752069421464,4.71829646121908e-07,-63.2621477489032,-35.329975965722,0.0213293936337949,0.778801645474481,0.00160984039846117,1313.78035698157,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"LJ","T01",13,14707.4839525256,16639237.2472153,"German","Allan"
"6","LJ_T02",43.23644649,-66.25925474,43.56600699,-66.25957473,48063.209923,84863.037564,-62.4612250245,38," 22:22:19.2100"," 00:36:01.2100",20200927,"LJ",816.093544575851,36.799827641,483.775687465,0.0760679558615942,4.31597820968815e-08,-73.6492075662955,-35.329975965722,0.00193586511665322,0.0712395026290628,0.000147257302247577,120.175733755902,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"LJ","T02",13,14707.4839525256,16639237.2472153,"German","Allan"
"7","LM_T01",43.56690567,-66.37634629,43.23296547,-66.37640482,1555.18059,39082.104535,-55.7022474753,38," 20:29:41.5710"," 22:48:34.0710",20200927,"LM",816.093544575851,37.526923945,483.775687465,0.0775709175085715,2.08676805987272e-07,-66.8052581922165,-35.329975965722,0.00917852402526377,0.344441773023429,0.000711986530014178,581.04761096953,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"LM","T01",13,14707.4839525256,16639237.2472153,"German","Allan"
"8","LM_T02",43.23448854,-66.23937329,43.56781617,-66.23993255,50392.627184,87844.720357,-62.7590898241,38," 23:22:01.0710"," 01:40:46.0710",20200927,"LM",816.093544575851,37.452093173,483.775687465,0.0774162367878596,4.10131450500301e-08,-73.870769260185,-35.329975965722,0.00180754290242106,0.0676962651956683,0.000139933169338044,114.198556168817,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"LM","T02",13,14707.4839525256,16639237.2472153,"German","Allan"
"9","MS_T01",43.56589226,-66.47533873,43.233025,-66.473855,523.334435,37555.799435,-52.6281143585,38," 19:23:40.3830"," 21:58:32.8820",20200927,"MS",816.093544575851,37.032465,483.775687465,0.0765488344278963,4.17952710872302e-07,-63.7887285355755,-35.329975965722,0.018628854930929,0.689872418219707,0.00142601713168899,1163.76337562595,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"MS","T01",13,14707.4839525256,16639237.2472153,"German","Allan"
"10","MS_T02",43.23402333,-66.33571667,43.56886188,-66.33753642,48890.073921,86187.676835,-58.2579156529,38," 22:40:05.8750"," 01:09:08.8870",20200927,"MS",816.093544575851,37.297602914,483.775687465,0.077096894036657,1.15145061720806e-07,-69.3875468308744,-35.329975965722,0.00509572557268494,0.190058348968718,0.000392864614517174,320.614275799746,14159.0404442272,0.00499835116247946,4079.12211722269,28.8093118547859,0.0173933416757887,-52.965783740429,"MS","T02",13,14707.4839525256,16639237.2472153,"German","Allan"
