"","Region_name","Lat_S","Lon_S","Lat_E","Lon_E","Dist_S","Dist_E","Area_Backscatter_Strength","Frequency","Time_S","Time_E","Date_S","Boat","areaKm","distance","sum_trans","Actual_Weighting","calc_actual_mean_sa","trans_meanSa","TS","biomass_density","density","weighted_mean_biomass_calc","trans_biomass","total_biomass","se","standard_error_tonnes","standard_error_perc","mean_biomass_density","meanSa","Vessel","Transect_No","TransCount","SD","Variance","SurveyArea","Reader"
"1","LB_T01",43.56619279,-66.47057181,43.23292673,-66.46986998,1014.617886,39792.350014,-63.5646700025,38," 20:04:47.2180"," 22:43:35.2180",20200816,"LB",822.690944683788,38.777732128,455.027757475,0.0852205859773962,3.7503993595386e-08,-74.2592248416315,-34.5791047253819,0.001263116686008,0.0489808004964251,0.000107643544139428,88.5573690171771,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"LB","T01",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
"2","LB_T02",43.23267885,-66.33276645,43.56664923,-66.33199417,51167.250725,89457.947899,-48.6079865505,38," 23:22:42.7180"," 01:54:09.7180",20200816,"LB",822.690944683788,38.290697174,455.027757475,0.0841502447817236,1.15946255757992e-06,-59.3574327143219,-34.5791047253819,0.039546842793334,1.51427618158734,0.0033278765014034,2737.81386273054,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"LB","T02",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
"3","LJ_T01",43.56825833,-66.40076833,43.23388194,-66.40114495,1918.10034,39235.627569,-40.4539878667,38," 20:14:19.3520"," 22:31:08.8520",20200816,"LJ",822.690944683788,37.317527229,455.027757475,0.08201154021038,7.38713747828406e-06,-51.3152381846858,-34.5791047253819,0.258530440323682,9.64771674630435,0.0212024796022129,17443.0879735832,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"LJ","T01",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
"4","LJ_T02",43.23425667,-66.26249667,43.56644452,-66.26307626,50630.576151,87624.5924,-54.3597816264,38," 23:07:25.3520"," 01:33:02.8520",20200816,"LJ",822.690944683788,36.994016249,455.027757475,0.0813005704405462,2.97930818791092e-07,-65.2588456983422,-34.5791047253819,0.0105179792548788,0.389102295461632,0.00085511771330348,703.49759937348,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"LJ","T02",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
"5","LM_T01",43.56524833,-66.49302,43.23605645,-66.49332325,2807.404881,40414.553537,-63.263588551,38," 21:30:55.4500"," 23:46:40.4500",20200816,"LM",822.690944683788,37.607148656,455.027757475,0.0826480319897104,3.89828567074901e-08,-74.0912633846519,-34.5791047253819,0.00135379098396579,0.050912218783154,0.000111888160550186,92.049376501964,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"LM","T01",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
"6","LM_T02",43.23139234,-66.35505906,43.56748667,-66.35515167,51845.600228,89803.87749,-46.7229700436,38," 00:19:19.4500"," 02:44:02.9500",20200816,"LM",822.690944683788,37.958277262,455.027757475,0.083419696135978,1.7740734610814e-06,-57.5102840080545,-34.5791047253819,0.0610398514715669,2.31696760618903,0.00509192586194334,4189.08129762197,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"LM","T02",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
"7","MS_T01",43.56698142,-66.44916089,43.23249347,-66.44725395,445.67568,37719.997631,-63.8073372513,38," 19:59:16.0020"," 22:35:38.4980",20200816,"MS",822.690944683788,37.274321951,455.027757475,0.081916589347954,3.40908740942874e-08,-74.6736186326337,-34.5791047253819,0.00119447412779738,0.0445232132016593,9.78472466135333e-05,80.4980437511953,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"MS","T01",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
"8","MS_T02",43.234138,-66.30766427,43.567115,-66.30906333,49197.695802,86275.029616,-55.9192843789,38," 23:15:30.9960"," 01:41:34.0000",20200816,"MS",822.690944683788,37.077333814,455.027757475,0.0814836747976569,2.08517336557774e-07,-66.8085783105774,-34.5791047253819,0.00734483484333072,0.272326893294872,0.00059848413381646,492.367477427722,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"MS","T02",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
"9","SL_T01",43.56598652,-66.42469608,43.233055,-66.42421167,1124.399712,41932.249464,-47.1746197471,38," 20:13:32.6670"," 22:38:18.6630",20200816,"SL",822.690944683788,40.807849752,455.027757475,0.0896821107759389,1.71887322513666e-06,-57.6475615336177,-34.5791047253819,0.0550108680281055,2.24487523721803,0.00493349076037711,4058.73817424338,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"SL","T01",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
"10","SL_T02",43.23423632,-66.284885,43.5669226,-66.28438547,53592.238764,92784.276147,-54.7849129853,38," 23:17:43.6640"," 01:41:36.6750",20200816,"SL",822.690944683788,39.192037383,455.027757475,0.0861310914316107,2.86199355873274e-07,-65.433313480081,-34.5791047253819,0.00953716231413085,0.373780821943155,0.000821446199276516,675.796349689704,14261.4741844203,0.0208611295946372,7574.14525525315,53.1091327397796,0.0393090690074519,-48.6431721954458,"SL","T02",12,59451.8209456181,57367676.3476739,"German","Allan_penalty_Bio"
