"","Region_name","Lat_S","Lon_S","Lat_E","Lon_E","Dist_S","Dist_E","Area_Backscatter_Strength","Frequency","Time_S","Time_E","Date_S","Boat","areaKm","distance","sum_trans","Actual_Weighting","calc_actual_mean_sa","trans_meanSa","TS","biomass_density","density","weighted_mean_biomass_calc","trans_biomass","total_biomass","se","standard_error_tonnes","standard_error_perc","mean_biomass_density","meanSa","Vessel","Transect_No","TransCount","SD","Variance","SurveyArea","Reader"
"1","FM_T01",43.57216573,-66.49447866,43.23700311,-66.49322933,244.942336,38361.603554,-9999,38," 20:30:00.2490"," 22:30:30.2380",20201011,"FM",816.192385118999,38.116661218,523.492137764,0.0728122897524465,0,-Inf,-35.1471841563735,0,0,0,0,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"FM","T01",14,20959.509470452,31378645.5172832,"German","Allan"
"2","FM_T02",43.23526134,-66.35687159,43.56675033,-66.3566024,49776.973561,87545.321405,-65.9845235545,38," 23:05:49.7510"," 01:32:46.7460",20201011,"FM",816.192385118999,37.768347844,523.492137764,0.0721469246994244,1.81871843249357e-08,-77.4023453165645,-35.1471841563735,0.000824643158317765,0.0311454096505201,5.94954678470473e-05,48.5597478058522,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"FM","T02",14,20959.509470452,31378645.5172832,"German","Allan"
"3","LB_T01",43.56523,-66.45450667,43.233597,-66.45439178,216.500912,38340.144552,-67.5926924129,38," 18:56:15.6560"," 21:14:20.1560",20201011,"LB",816.192385118999,38.12364364,523.492137764,0.0728256279126523,1.26769563975506e-08,-78.9698500342697,-35.1471841563735,0.000569441578258147,0.0217091878033128,4.14699404962213e-05,33.8474496443539,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"LB","T01",14,20959.509470452,31378645.5172832,"German","Allan"
"4","LB_T02",43.23425044,-66.3181149,43.56797752,-66.31830499,50028.885876,88656.628445,-52.0941348972,38," 21:55:03.6560"," 00:45:39.6560",20201011,"LB",816.192385118999,38.627742569,523.492137764,0.0737885820673282,4.55591565474149e-07,-63.4142432476401,-35.1471841563735,0.0201978399239024,0.780196961030374,0.00149036996880763,1216.42861955083,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"LB","T02",14,20959.509470452,31378645.5172832,"German","Allan"
"5","LJ_T01",43.53641437,-66.3965,43.24017637,-66.39600672,3291.590921,36336.918358,-56.9645552447,38," 19:22:03.0190"," 21:11:01.5190",20201011,"LJ",816.192385118999,33.045327437,523.492137764,0.0631247826913829,1.26982645751177e-07,-68.9625562841015,-35.1471841563735,0.00658056057417551,0.217456778892642,0.000415396456232311,339.04342438223,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"LJ","T01",14,20959.509470452,31378645.5172832,"German","Allan"
"6","LJ_T02",43.23467867,-66.25926667,43.5667,-66.25951667,48151.186544,85160.72242,-53.5348499633,38," 21:49:31.5190"," 00:19:16.5190",20201011,"LJ",816.192385118999,37.009535876,523.492137764,0.0706974053785782,3.13269763337388e-07,-65.0408152101179,-35.1471841563735,0.0144955073108303,0.536471997860994,0.00102479475652191,836.429676583064,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"LJ","T02",14,20959.509470452,31378645.5172832,"German","Allan"
"7","LM_T01",43.56601955,-66.37800583,43.23210527,-66.37635009,3106.444757,40915.829734,-62.7761744122,38," 20:14:12.3860"," 22:15:58.8860",20201011,"LM",816.192385118999,37.809384977,523.492137764,0.072225315815622,3.81129011355466e-08,-74.1892799168428,-35.1471841563735,0.00172623919972716,0.0652680424648727,0.000124678171373601,101.761374065695,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"LM","T01",14,20959.509470452,31378645.5172832,"German","Allan"
"8","LM_T02",43.236235,-66.23987,43.56744501,-66.23999687,52480.525478,89921.90478,-68.3649230517,38," 22:49:13.8860"," 01:19:52.8860",20201011,"LM",816.192385118999,37.441379302,523.492137764,0.0715223335768211,1.04219592486895e-08,-79.8205062931778,-35.1471841563735,0.000476679099746309,0.0178475229789374,3.40932015811543e-05,27.8266115148652,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"LM","T02",14,20959.509470452,31378645.5172832,"German","Allan"
"9","MS_T01",43.55321833,-66.436335,43.23448577,-66.43488612,1485.36505,36992.207946,-68.4763290602,38," 19:11:10.5970"," 21:12:57.0890",20201011,"MS",816.192385118999,35.506842896,523.492137764,0.0678268885711654,9.63316477785917e-09,-80.1623101092707,-35.1471841563735,0.000464606744112407,0.0164967186716213,3.15128298623242e-05,25.7205317671796,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"MS","T01",14,20959.509470452,31378645.5172832,"German","Allan"
"10","MS_T02",43.23356625,-66.29687246,43.56728186,-66.29837459,48363.092489,85579.044711,-58.7293867664,38," 21:50:12.0890"," 00:32:25.5870",20201011,"MS",816.192385118999,37.215952222,523.492137764,0.0710917118659338,9.52533580953738e-08,-70.211197046121,-35.1471841563735,0.0043830834468214,0.163120624141944,0.000311600905485771,254.326286253671,10034.7433188922,0.00686316686246895,5601.66453094821,55.8226987271518,0.0123059016890789,-54.3099910183121,"MS","T02",14,20959.509470452,31378645.5172832,"German","Allan"
