Region_ID,Region_name,Region_class,Process_ID,Sv_mean,NASC,Sv_max,Sv_min,Sv_noise,NASC_noise,Ping_S,Ping_E,Ping_M,Dist_S,Dist_E,Dist_M,VL_start,VL_end,VL_mid,Date_S,Time_S,Date_E,Time_E,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,Standard_deviation,Skewness,Kurtosis,ABC,ABC_noise,Area_Backscatter_Strength,Frequency,Region_notes,Region_detection_settings,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
1,"LM_T01","Transect",2070,-82.560380,20.329794,-45.672297,-69.999824,-974.867067,0.000000,927,6357,3642,2807.404881,40414.553537,21220.928572,0.000000,0.000000,0.000000,20200816, 21:30:55.4500,20200816, 23:46:40.4500,20200816, 22:38:47.9500,43.56524833,-66.49302000,43.23605645,-66.49332325,43.40414199,-66.49331334,0.00000006985695,97.383208,24676.445316,0.00000047167314,0.00000000000000,-63.2635885510,38.000000,"","",89.664354,256.208365,0.020615,2892.913411,0.000346
2,"LM_T02","Transect",2070,-64.280305,916.631610,-27.046271,-69.999578,-976.629946,0.000000,7663,13452,10557,51845.600228,89803.877490,70488.009141,0.000000,0.000000,0.000000,20200817, 00:19:19.4500,20200817, 02:44:02.9500,20200817, 01:31:40.4500,43.23139234,-66.35505906,43.56748667,-66.35515167,43.39555194,-66.35516500,0.00000776776310,70.562412,9037.407596,0.00002126684156,0.00000000000000,-46.7229700436,38.000000,"","",23.052904,528.995923,0.060824,759.902507,0.001316
3,"LM_T03","Transect",2070,-76.041241,66.597157,-41.486000,-69.999567,-977.107222,0.000000,14930,19161,17045,103608.770912,132448.163022,118369.572374,0.000000,0.000000,0.000000,20200817, 03:20:59.9500,20200817, 05:06:46.4500,20200817, 04:13:52.4500,43.49867167,-66.21928833,43.24657306,-66.21658664,43.36905058,-66.21664578,0.00000022940530,45.141897,8543.551115,0.00000154512585,0.00000000000000,-58.1103614176,38.000000,"","",57.370174,42.442736,0.036223,3055.622847,0.000327
