Region_ID,Region_name,Region_class,Process_ID,Sv_mean,NASC,Sv_max,Sv_min,Sv_noise,NASC_noise,Ping_S,Ping_E,Ping_M,Dist_S,Dist_E,Dist_M,VL_start,VL_end,VL_mid,Date_S,Time_S,Date_E,Time_E,Date_M,Time_M,Lat_S,Lon_S,Lat_E,Lon_E,Lat_M,Lon_M,Standard_deviation,Skewness,Kurtosis,ABC,ABC_noise,Area_Backscatter_Strength,Frequency,Region_notes,Region_detection_settings,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
1,"LB_T01","Transect",2068,-82.639891,18.968144,-46.839768,-69.999955,-976.192286,0.000000,165,6517,3341,1014.617886,39792.350014,19358.804272,0.000000,0.000000,0.000000,20200816, 20:04:47.2180,20200816, 22:43:35.2180,20200816, 21:24:11.2180,43.56619279,-66.47057181,43.23292673,-66.46986998,43.40894737,-66.47018363,0.00000007238304,63.332615,8728.674550,0.00000044008139,0.00000000000000,-63.5646700025,38.000000,"","",81.372329,325.552769,0.018640,2889.338820,0.000346
2,"LB_T02","Transect",2068,-66.641470,593.872451,-28.253629,-69.999882,-975.645065,0.000000,8082,14140,11111,51167.250725,89457.947899,70803.465801,0.000000,0.000000,0.000000,20200816, 23:22:42.7180,20200817, 01:54:09.7180,20200817, 00:38:26.2180,43.23267885,-66.33276645,43.56664923,-66.33199417,43.40368057,-66.33243285,0.00000424529239,109.309446,22760.045274,0.00001377848110,0.00000000000000,-48.6079865505,38.000000,"","",53.722559,115.728589,0.054815,1001.052839,0.000999
3,"LB_T03","Transect",2068,-81.272282,17.278866,-47.011973,-69.997556,-981.963273,0.000000,15892,20104,17998,103571.427476,132734.668971,118561.680154,0.000000,0.000000,0.000000,20200817, 02:37:57.7180,20200817, 04:23:15.7180,20200817, 03:30:36.7180,43.50146311,-66.19034001,43.24802780,-66.19075346,43.37018937,-66.19026201,0.00000009982835,35.470610,2923.976194,0.00000040088833,0.00000000000000,-63.9697658780,38.000000,"","",52.374453,54.203866,0.014433,1256.187046,0.000796
